Board,EventN,TrigTime,ADC
 1 , 8 , 25561786 , 2113.000000
 2 , 8 , 24155656 , 2108.000000
 2 , 9 , 27085326 , 2103.000000
 3 , 7 , 22749482 , 1677.000000
 3 , 8 , 25679152 , 1823.000000
 4 , 8 , 24272152 , 2041.000000
 5 , 7 , 22866646 , 1789.000000
 0 , 9 , 29897788 , 1866.000000
 0 , 10 , 32827452 , 2051.000000
 1 , 9 , 28491456 , 2178.000000
 1 , 10 , 31421124 , 2085.000000
 2 , 10 , 30014998 , 2091.000000
 3 , 9 , 28608820 , 1951.000000
 4 , 9 , 27201820 , 2106.000000
 5 , 8 , 25796318 , 1946.000000
 5 , 9 , 28725988 , 2014.000000
 0 , 11 , 35757118 , 2148.000000
 1 , 11 , 34350794 , 2164.000000
 2 , 11 , 32944668 , 2096.000000
 3 , 10 , 31538490 , 2082.000000
 4 , 10 , 30131488 , 2042.000000
 4 , 11 , 33061156 , 2033.000000
 5 , 10 , 31655660 , 2167.000000
 0 , 12 , 38686782 , 2215.000000
 1 , 12 , 37280462 , 2077.000000
 2 , 12 , 35874340 , 2014.000000
 3 , 11 , 34468160 , 2288.000000
 3 , 12 , 37397828 , 2330.000000
 4 , 12 , 35990824 , 2043.000000
 5 , 11 , 34585332 , 2313.000000
 0 , 13 , 41616448 , 2421.000000
 1 , 13 , 40210132 , 2160.000000
 2 , 13 , 38804010 , 2080.000000
 2 , 14 , 41733682 , 2074.000000
 3 , 13 , 40327498 , 2219.000000
 4 , 13 , 38920494 , 2078.000000
 5 , 12 , 37515002 , 2151.000000
 0 , 14 , 44546114 , 2190.000000
 1 , 14 , 43139802 , 2106.000000
 2 , 15 , 44663352 , 2064.000000
 3 , 14 , 43257166 , 2054.000000
 4 , 14 , 41850162 , 2041.000000
 5 , 13 , 40444674 , 2052.000000
 0 , 15 , 47475778 , 2004.000000
 1 , 15 , 46069470 , 2088.000000
 2 , 16 , 47593022 , 2101.000000
 3 , 15 , 46186836 , 1966.000000
 4 , 15 , 44779830 , 2078.000000
 5 , 14 , 43374346 , 1980.000000
 0 , 16 , 50405444 , 1963.000000
 1 , 16 , 48999140 , 2065.000000
 2 , 17 , 50522694 , 2103.000000
 3 , 16 , 49116506 , 1788.000000
 4 , 16 , 47709498 , 2041.000000
 5 , 15 , 46304016 , 1788.000000
 0 , 17 , 53335110 , 1766.000000
 1 , 17 , 51928810 , 2167.000000
 3 , 17 , 52046174 , 1719.000000
 4 , 17 , 50639166 , 2076.000000
 5 , 16 , 49233688 , 1759.000000
 0 , 18 , 56264774 , 1786.000000
 1 , 18 , 54858478 , 2088.000000
 2 , 18 , 53452364 , 2109.000000
 3 , 18 , 54975844 , 1818.000000
 4 , 18 , 53568834 , 2008.000000
 5 , 17 , 52163360 , 1816.000000
 0 , 19 , 59194440 , 1804.000000
 1 , 19 , 57788148 , 2084.000000
 2 , 19 , 56382036 , 2096.000000
 3 , 19 , 57905514 , 1953.000000
 4 , 19 , 56498504 , 2078.000000
 5 , 18 , 55093030 , 1918.000000
 0 , 20 , 62124106 , 1891.000000
 1 , 20 , 60717818 , 2163.000000
 2 , 20 , 59311706 , 2031.000000
 3 , 20 , 60835182 , 2084.000000
 4 , 20 , 59428172 , 2053.000000
 5 , 19 , 58022702 , 2080.000000
 0 , 21 , 65053770 , 2112.000000
 1 , 21 , 63647486 , 2076.000000
 2 , 21 , 62241378 , 2078.000000
 3 , 21 , 63764852 , 2216.000000
 4 , 21 , 62357840 , 2078.000000
 5 , 20 , 60952372 , 2137.000000
 0 , 22 , 67983436 , 2252.000000
 1 , 22 , 66577156 , 2159.000000
 2 , 22 , 65171048 , 2089.000000
 3 , 22 , 66694520 , 2399.000000
 4 , 22 , 65287508 , 2057.000000
 5 , 21 , 63882044 , 2272.000000
 0 , 23 , 70913102 , 2411.000000
 1 , 23 , 69506826 , 2105.000000
 2 , 23 , 68100720 , 2065.000000
 3 , 23 , 69624190 , 2182.000000
 4 , 23 , 68217176 , 2078.000000
 5 , 22 , 66811716 , 2187.000000
 0 , 24 , 73842766 , 2260.000000
 1 , 24 , 72436494 , 2091.000000
 2 , 24 , 71030390 , 2101.000000
 3 , 24 , 72553860 , 2096.000000
 4 , 24 , 71146844 , 2054.000000
 5 , 23 , 69741386 , 2022.000000
 0 , 25 , 76772432 , 2063.000000
 1 , 25 , 75366164 , 2066.000000
 2 , 25 , 73960062 , 2101.000000
 4 , 25 , 74076512 , 2078.000000
 5 , 24 , 72671058 , 1924.000000
 0 , 26 , 79702098 , 1967.000000
 1 , 26 , 78295834 , 2168.000000
 2 , 26 , 76889732 , 2110.000000
 3 , 25 , 75483528 , 1946.000000
 4 , 26 , 77006182 , 2039.000000
 5 , 25 , 75600730 , 1852.000000
 0 , 27 , 82631762 , 1803.000000
 1 , 27 , 81225502 , 2062.000000
 2 , 27 , 79819404 , 2098.000000
 3 , 26 , 78413198 , 1806.000000
 4 , 27 , 79935850 , 2071.000000
 5 , 26 , 78530400 , 1679.000000
 0 , 28 , 85561428 , 1795.000000
 1 , 28 , 84155172 , 2083.000000
 2 , 28 , 82749074 , 2029.000000
 3 , 27 , 81342866 , 1673.000000
 4 , 28 , 82865518 , 2038.000000
 5 , 27 , 81460072 , 1886.000000
 0 , 29 , 88491094 , 1857.000000
 1 , 29 , 87084842 , 2162.000000
 2 , 29 , 85678746 , 2079.000000
 3 , 28 , 84272536 , 1826.000000
 5 , 28 , 84389744 , 1942.000000
 0 , 30 , 91420758 , 1956.000000
 1 , 30 , 90014510 , 2078.000000
 2 , 30 , 88608416 , 2088.000000
 3 , 29 , 87202206 , 1953.000000
 4 , 29 , 85795186 , 2070.000000
 5 , 29 , 87319414 , 2044.000000
 0 , 31 , 94350424 , 2179.000000
 1 , 31 , 92944180 , 2160.000000
 2 , 31 , 91538088 , 2061.000000
 3 , 30 , 90131874 , 2081.000000
 4 , 30 , 88724854 , 2039.000000
 5 , 30 , 90249086 , 2203.000000
 0 , 32 , 97280088 , 2176.000000
 1 , 32 , 95873848 , 2083.000000
 2 , 32 , 94467758 , 2101.000000
 3 , 31 , 93061544 , 2250.000000
 4 , 31 , 91654522 , 2069.000000
 5 , 31 , 93178758 , 2291.000000
 0 , 33 , 100209754 , 2306.000000
 1 , 33 , 98803518 , 2089.000000
 2 , 33 , 97397430 , 2102.000000
 3 , 32 , 95991212 , 2331.000000
 4 , 32 , 94584190 , 2035.000000
 0 , 34 , 103139420 , 2218.000000
 1 , 34 , 101733188 , 2065.000000
 2 , 34 , 100327100 , 2111.000000
 3 , 33 , 98920882 , 2219.000000
 4 , 33 , 97513860 , 2020.000000
 5 , 32 , 96108428 , 2149.000000
 0 , 35 , 106069084 , 2111.000000
 1 , 35 , 104662856 , 2098.000000
 2 , 35 , 103256770 , 2074.000000
 3 , 34 , 101850552 , 2074.000000
 4 , 34 , 100443528 , 2105.000000
 5 , 33 , 99038100 , 2059.000000
 0 , 36 , 108998750 , 2024.000000
 1 , 36 , 107592526 , 2063.000000
 2 , 36 , 106186442 , 2068.000000
 3 , 35 , 104780220 , 1964.000000
 4 , 35 , 103373196 , 2019.000000
 5 , 34 , 101967772 , 1869.000000
 0 , 37 , 111928414 , 1841.000000
 1 , 37 , 110522196 , 2084.000000
 2 , 37 , 109116112 , 2107.000000
 3 , 36 , 107709890 , 1788.000000
 4 , 36 , 106302864 , 2107.000000
 5 , 35 , 104897442 , 1797.000000
 1 , 38 , 113451864 , 2177.000000
 2 , 38 , 112045784 , 2043.000000
 3 , 37 , 110639558 , 1690.000000
 4 , 37 , 109232532 , 2018.000000
 5 , 36 , 107827114 , 1744.000000
 0 , 38 , 114858078 , 1704.000000
 1 , 39 , 116381534 , 2077.000000
 2 , 39 , 114975454 , 2090.000000
 3 , 38 , 113569228 , 1820.000000
 4 , 38 , 112162200 , 2106.000000
 5 , 37 , 110756786 , 1784.000000
 0 , 39 , 117787744 , 1781.000000
 1 , 40 , 119311204 , 2162.000000
 2 , 40 , 117905126 , 2100.000000
 3 , 39 , 116498898 , 1995.000000
 4 , 39 , 115091868 , 2019.000000
 5 , 38 , 113686456 , 2010.000000
 0 , 40 , 120717410 , 1949.000000
 1 , 41 , 122240872 , 2083.000000
 2 , 41 , 120834796 , 2012.000000
 3 , 40 , 119428566 , 2083.000000
 4 , 40 , 118021538 , 2077.000000
 5 , 39 , 116616128 , 2068.000000
 0 , 41 , 123647074 , 2019.000000
 2 , 42 , 123764468 , 2109.000000
 3 , 41 , 122358236 , 2221.000000
 4 , 41 , 120951206 , 2040.000000
 5 , 40 , 119545800 , 2189.000000
 0 , 42 , 126576740 , 2234.000000
 1 , 42 , 125170542 , 2091.000000
 1 , 43 , 128100212 , 2066.000000
 2 , 43 , 126694138 , 2077.000000
 3 , 42 , 125287906 , 2348.000000
 4 , 42 , 123880874 , 2076.000000
 5 , 41 , 122475470 , 2317.000000
 0 , 43 , 129506406 , 2324.000000
 0 , 44 , 132436070 , 2280.000000
 1 , 44 , 131029880 , 2097.000000
 2 , 44 , 129623810 , 2031.000000
 3 , 43 , 128217574 , 2183.000000
 4 , 43 , 126810542 , 2042.000000
 5 , 42 , 125405142 , 2163.000000
 5 , 43 , 128334812 , 2021.000000
 0 , 45 , 135365736 , 2027.000000
 1 , 45 , 133959550 , 2061.000000
 2 , 45 , 132553480 , 2111.000000
 3 , 44 , 131147244 , 2096.000000
 4 , 44 , 129740210 , 2061.000000
 4 , 45 , 132669878 , 2039.000000
 5 , 44 , 131264484 , 1930.000000
 0 , 46 , 138295402 , 1874.000000
 1 , 46 , 136889220 , 2084.000000
 2 , 46 , 135483152 , 2089.000000
 3 , 45 , 134076912 , 1946.000000
 4 , 46 , 135599546 , 2062.000000
 5 , 45 , 134194156 , 1740.000000
 0 , 47 , 141225066 , 1837.000000
 1 , 47 , 139818888 , 2176.000000
 2 , 47 , 138412822 , 2094.000000
 3 , 46 , 137006582 , 1830.000000
 4 , 47 , 138529216 , 2042.000000
 5 , 46 , 137123826 , 1684.000000
 0 , 48 , 144154732 , 1741.000000
 1 , 48 , 142748558 , 2074.000000
 2 , 48 , 141342494 , 2101.000000
 3 , 47 , 139936252 , 1694.000000
 4 , 48 , 141458884 , 2031.000000
 5 , 47 , 140053498 , 1872.000000
 0 , 49 , 147084398 , 1907.000000
 1 , 49 , 145678228 , 2159.000000
 2 , 49 , 144272164 , 2015.000000
 3 , 48 , 142865920 , 1824.000000
 5 , 48 , 142983170 , 1907.000000
 0 , 50 , 150014062 , 1986.000000
 1 , 50 , 148607896 , 2084.000000
 2 , 50 , 147201836 , 2108.000000
 3 , 49 , 145795590 , 1956.000000
 4 , 49 , 144388552 , 2044.000000
 5 , 49 , 145912840 , 2137.000000
 0 , 51 , 152943728 , 2079.000000
 1 , 51 , 151537566 , 2088.000000
 2 , 51 , 150131506 , 2074.000000
 3 , 50 , 148725258 , 2081.000000
 4 , 50 , 147318220 , 2105.000000
 5 , 50 , 148842512 , 2197.000000
 0 , 52 , 155873392 , 2307.000000
 1 , 52 , 154467234 , 2106.000000
 2 , 52 , 153061178 , 2030.000000
 3 , 51 , 151654928 , 2255.000000
 4 , 51 , 150247888 , 2042.000000
 5 , 51 , 151772184 , 2260.000000
 0 , 53 , 158803058 , 2314.000000
 1 , 53 , 157396904 , 2096.000000
 2 , 53 , 155990848 , 2112.000000
 3 , 52 , 154584598 , 2310.000000
 4 , 52 , 153177556 , 2033.000000
 0 , 54 , 161732724 , 2296.000000
 1 , 54 , 160326574 , 2063.000000
 2 , 54 , 158920518 , 2104.000000
 3 , 53 , 157514266 , 2221.000000
 4 , 53 , 156107226 , 2011.000000
 5 , 52 , 154701854 , 2184.000000
 0 , 55 , 164662388 , 2093.000000
 1 , 55 , 163256242 , 2168.000000
 2 , 55 , 161850190 , 2093.000000
 3 , 54 , 160443936 , 2075.000000
 4 , 54 , 159036894 , 2076.000000
 5 , 53 , 157631526 , 2034.000000
 0 , 56 , 167592054 , 1899.000000
 1 , 56 , 166185912 , 2180.000000
 2 , 56 , 164779860 , 2099.000000
 3 , 55 , 163373604 , 1967.000000
 4 , 55 , 161966562 , 2011.000000
 5 , 54 , 160561198 , 1900.000000
 0 , 57 , 170521720 , 1768.000000
 1 , 57 , 169115582 , 2076.000000
 2 , 57 , 167709532 , 2035.000000
 3 , 56 , 166303274 , 1787.000000
 4 , 56 , 164896230 , 2077.000000
 5 , 55 , 163490868 , 1803.000000
 1 , 58 , 172045250 , 2165.000000
 2 , 58 , 170639202 , 2080.000000
 3 , 57 , 169232944 , 1696.000000
 4 , 57 , 167825898 , 2011.000000
 5 , 56 , 166420540 , 1633.000000
 0 , 58 , 173451384 , 1677.000000
 1 , 59 , 174974920 , 2083.000000
 2 , 59 , 173568874 , 2073.000000
 3 , 58 , 172162612 , 1820.000000
 4 , 58 , 170755566 , 2077.000000
 5 , 57 , 169350212 , 1787.000000
 0 , 59 , 176381050 , 1806.000000
 1 , 60 , 177904590 , 2090.000000
 2 , 60 , 176498544 , 2062.000000
 3 , 59 , 175092282 , 1953.000000
 4 , 59 , 173685234 , 2011.000000
 5 , 58 , 172279882 , 1998.000000
 0 , 60 , 179310716 , 1978.000000
 1 , 61 , 180834258 , 2105.000000
 2 , 61 , 179428216 , 2110.000000
 3 , 60 , 178021950 , 2084.000000
 4 , 60 , 176614904 , 2078.000000
 5 , 59 , 175209554 , 2033.000000
 0 , 61 , 182240380 , 2122.000000
 2 , 62 , 182357886 , 2025.000000
 3 , 61 , 180951620 , 2218.000000
 4 , 61 , 179544572 , 2055.000000
 5 , 60 , 178139226 , 2192.000000
 0 , 62 , 185170046 , 2296.000000
 1 , 62 , 183763928 , 2096.000000
 2 , 63 , 185287558 , 2074.000000
 3 , 62 , 183881290 , 2349.000000
 4 , 62 , 182474240 , 2077.000000
 5 , 61 , 181068896 , 2318.000000
 0 , 63 , 188099712 , 2286.000000
 1 , 63 , 186693598 , 2062.000000
 2 , 64 , 188217228 , 2097.000000
 3 , 63 , 186810958 , 2178.000000
 4 , 63 , 185403908 , 2055.000000
 5 , 62 , 183998568 , 2172.000000
 0 , 64 , 191029376 , 2192.000000
 1 , 64 , 189623266 , 2114.000000
 2 , 65 , 191146900 , 2012.000000
 3 , 64 , 189740628 , 2094.000000
 4 , 64 , 188333576 , 2077.000000
 5 , 63 , 186928240 , 2122.000000
 0 , 65 , 193959042 , 2094.000000
 1 , 65 , 192552936 , 2178.000000
 3 , 65 , 192670296 , 1945.000000
 4 , 65 , 191263244 , 2056.000000
 5 , 64 , 189857910 , 1908.000000
 0 , 66 , 196888708 , 1979.000000
 1 , 66 , 195482606 , 2077.000000
 2 , 66 , 194076570 , 2081.000000
 3 , 66 , 195599966 , 1831.000000
 4 , 66 , 194192912 , 2122.000000
 5 , 65 , 192787582 , 1774.000000
 0 , 67 , 199818372 , 1911.000000
 1 , 67 , 198412274 , 2165.000000
 2 , 67 , 197006242 , 2074.000000
 3 , 67 , 198529636 , 1691.000000
 4 , 67 , 197122582 , 2040.000000
 5 , 66 , 195717254 , 1696.000000
 0 , 68 , 202748038 , 1731.000000
 1 , 68 , 201341944 , 2085.000000
 2 , 68 , 199935912 , 2064.000000
 3 , 68 , 201459304 , 1824.000000
 4 , 68 , 200052250 , 2071.000000
 5 , 67 , 198646924 , 1759.000000
 0 , 69 , 205677704 , 1846.000000
 1 , 69 , 204271614 , 2087.000000
 2 , 69 , 202865584 , 2108.000000
 4 , 69 , 202981918 , 2037.000000
 5 , 68 , 201576596 , 1912.000000
 0 , 70 , 208607368 , 2050.000000
 1 , 70 , 207201282 , 2106.000000
 2 , 70 , 205795254 , 2103.000000
 3 , 69 , 204388974 , 1954.000000
 4 , 70 , 205911586 , 2073.000000
 5 , 69 , 204506268 , 2073.000000
 0 , 71 , 211537034 , 2074.000000
 1 , 71 , 210130952 , 2097.000000
 2 , 71 , 208724926 , 2074.000000
 3 , 70 , 207318644 , 2092.000000
 4 , 71 , 208841254 , 2040.000000
 5 , 70 , 207435938 , 2163.000000
 0 , 72 , 214466698 , 2148.000000
 1 , 72 , 213060620 , 2066.000000
 2 , 72 , 211654596 , 2097.000000
 3 , 71 , 210248312 , 2286.000000
 4 , 72 , 211770922 , 2070.000000
 5 , 71 , 210365610 , 2309.000000
 0 , 73 , 217396364 , 2347.000000
 1 , 73 , 215990290 , 2168.000000
 2 , 73 , 214584266 , 2031.000000
 3 , 72 , 213177982 , 2308.000000
 5 , 72 , 213295282 , 2237.000000
 0 , 74 , 220326030 , 2155.000000
 1 , 74 , 218919960 , 2176.000000
 2 , 74 , 217513938 , 2078.000000
 3 , 73 , 216107650 , 2219.000000
 4 , 73 , 214700592 , 2105.000000
 5 , 73 , 216224952 , 2045.000000
 0 , 75 , 223255694 , 2153.000000
 1 , 75 , 221849628 , 2085.000000
 2 , 75 , 220443608 , 2089.000000
 3 , 74 , 219037320 , 2073.000000
 4 , 74 , 217630260 , 2021.000000
 5 , 74 , 219154624 , 1997.000000
 0 , 76 , 226185360 , 1904.000000
 1 , 76 , 224779298 , 2161.000000
 2 , 76 , 223373280 , 2064.000000
 3 , 75 , 221966990 , 1960.000000
 4 , 75 , 220559928 , 2069.000000
 5 , 75 , 222084294 , 1782.000000
 0 , 77 , 229115026 , 1751.000000
 1 , 77 , 227708968 , 2085.000000
 2 , 77 , 226302950 , 2103.000000
 3 , 76 , 224896658 , 1785.000000
 4 , 76 , 223489596 , 2018.000000
 0 , 78 , 232044688 , 1796.000000
 1 , 78 , 230638636 , 2161.000000
 2 , 78 , 229232622 , 2104.000000
 3 , 77 , 227826328 , 1696.000000
 4 , 77 , 226419264 , 2108.000000
 5 , 76 , 225013966 , 1665.000000
 0 , 79 , 234974354 , 1817.000000
 1 , 79 , 233568306 , 2105.000000
 2 , 79 , 232162292 , 2108.000000
 3 , 78 , 230755996 , 1821.000000
 4 , 78 , 229348932 , 2017.000000
 5 , 77 , 227943638 , 1824.000000
 0 , 80 , 237904020 , 2051.000000
 1 , 80 , 236497976 , 2097.000000
 2 , 80 , 235091964 , 2099.000000
 3 , 79 , 233685666 , 1949.000000
 4 , 79 , 232278600 , 2108.000000
 5 , 78 , 230873308 , 1884.000000
 0 , 81 , 240833684 , 2107.000000
 1 , 81 , 239427644 , 2067.000000
 2 , 81 , 238021634 , 2031.000000
 3 , 80 , 236615336 , 2159.000000
 4 , 80 , 235208270 , 2040.000000
 5 , 79 , 233802980 , 2041.000000
 1 , 82 , 242357314 , 2170.000000
 2 , 82 , 240951306 , 2080.000000
 3 , 81 , 239545004 , 2220.000000
 4 , 81 , 238137938 , 2075.000000
 5 , 80 , 236732652 , 2206.000000
 0 , 82 , 243763350 , 2213.000000
 0 , 83 , 246693016 , 2280.000000
 1 , 83 , 245286984 , 2180.000000
 2 , 83 , 243880976 , 2086.000000
 3 , 82 , 242474674 , 2348.000000
 4 , 82 , 241067606 , 2039.000000
 5 , 81 , 239662322 , 2277.000000
 5 , 82 , 242591994 , 2178.000000
 0 , 84 , 249622680 , 2158.000000
 1 , 84 , 248216652 , 2083.000000
 2 , 84 , 246810648 , 2062.000000
 3 , 83 , 245404342 , 2185.000000
 4 , 83 , 243997274 , 2077.000000
 4 , 84 , 246926942 , 2040.000000
 5 , 83 , 245521666 , 2110.000000
 0 , 85 , 252552346 , 2002.000000
 1 , 85 , 251146322 , 2162.000000
 2 , 85 , 249740318 , 2101.000000
 3 , 84 , 248334012 , 2097.000000
 3 , 85 , 251263682 , 1915.000000
 4 , 85 , 249856610 , 2077.000000
 5 , 84 , 248451336 , 1880.000000
 0 , 86 , 255482012 , 1964.000000
 1 , 86 , 254075992 , 2084.000000
 2 , 86 , 252669990 , 2104.000000
 3 , 86 , 254193350 , 1832.000000
 4 , 86 , 252786278 , 2040.000000
 5 , 85 , 251381008 , 1830.000000
 0 , 87 , 258411676 , 1850.000000
 1 , 87 , 257005660 , 2161.000000
 2 , 87 , 255599660 , 2108.000000
 3 , 87 , 257123020 , 1692.000000
 4 , 87 , 255715948 , 2032.000000
 5 , 86 , 254310680 , 1687.000000
 0 , 88 , 261341342 , 1727.000000
 1 , 88 , 259935330 , 2107.000000
 2 , 88 , 258529332 , 2096.000000
 3 , 88 , 260052688 , 1824.000000
 4 , 88 , 258645616 , 2041.000000
 5 , 87 , 257240350 , 1789.000000
 0 , 89 , 264271008 , 1790.000000
 1 , 89 , 262865000 , 2097.000000
 2 , 89 , 261459002 , 2030.000000
 4 , 89 , 261575284 , 2033.000000
 5 , 88 , 260170022 , 1942.000000
 0 , 90 , 267200672 , 1978.000000
 1 , 90 , 265794668 , 2067.000000
 2 , 90 , 264388674 , 2081.000000
 3 , 89 , 262982358 , 1957.000000
 4 , 90 , 264504952 , 2042.000000
 5 , 89 , 263099694 , 2051.000000
 0 , 91 , 270130338 , 2114.000000
 1 , 91 , 268724338 , 2114.000000
 2 , 91 , 267318344 , 2088.000000
 3 , 90 , 265912028 , 2092.000000
 4 , 91 , 267434620 , 2107.000000
 5 , 90 , 266029364 , 2166.000000
 0 , 92 , 273060004 , 2250.000000
 1 , 92 , 271654008 , 2178.000000
 2 , 92 , 270248014 , 2075.000000
 3 , 91 , 268841696 , 2285.000000
 4 , 92 , 270364288 , 2042.000000
 5 , 91 , 268959036 , 2314.000000
 0 , 93 , 275989668 , 2427.000000
 1 , 93 , 274583676 , 2085.000000
 2 , 93 , 273177686 , 2101.000000
 3 , 92 , 271771366 , 2313.000000
 5 , 92 , 271888708 , 2125.000000
 0 , 94 , 278919334 , 2227.000000
 1 , 94 , 277513346 , 2163.000000
 2 , 94 , 276107356 , 2013.000000
 3 , 93 , 274701034 , 2218.000000
 4 , 93 , 273293956 , 2032.000000
 5 , 93 , 274818378 , 2052.000000
 0 , 95 , 281848998 , 2068.000000
 1 , 95 , 280443014 , 2078.000000
 2 , 95 , 279037028 , 2109.000000
 3 , 94 , 277630704 , 2085.000000
 4 , 94 , 276223626 , 2010.000000
 5 , 94 , 277748050 , 1983.000000
 0 , 96 , 284778664 , 2034.000000
 1 , 96 , 283372684 , 2159.000000
 2 , 96 , 281966698 , 2074.000000
 3 , 95 , 280560374 , 1961.000000
 4 , 95 , 279153294 , 2077.000000
 5 , 95 , 280677722 , 1767.000000
 0 , 97 , 287708330 , 1803.000000
 1 , 97 , 286302354 , 2106.000000
 2 , 97 , 284896370 , 2032.000000
 3 , 96 , 283490042 , 1789.000000
 4 , 96 , 282082962 , 2011.000000
 0 , 98 , 290637994 , 1681.000000
 1 , 98 , 289232022 , 2089.000000
 2 , 98 , 287826040 , 2108.000000
 3 , 97 , 286419712 , 1696.000000
 4 , 97 , 285012630 , 2079.000000
 5 , 96 , 283607392 , 1757.000000
 0 , 99 , 293567660 , 1850.000000
 1 , 99 , 292161692 , 2065.000000
 2 , 99 , 290755712 , 2044.000000
 3 , 98 , 289349380 , 1821.000000
 4 , 98 , 287942298 , 2041.000000
 5 , 97 , 286537064 , 1813.000000
 0 , 100 , 296497326 , 1956.000000
 1 , 100 , 295091362 , 2113.000000
 2 , 100 , 293685382 , 2093.000000
 3 , 99 , 292279050 , 1952.000000
 4 , 99 , 290871966 , 2077.000000
 5 , 98 , 289466736 , 1932.000000
 0 , 101 , 299426990 , 2170.000000
 1 , 101 , 298021030 , 2061.000000
 2 , 101 , 296615054 , 2098.000000
 3 , 100 , 295208720 , 2157.000000
 4 , 100 , 293801636 , 2055.000000
 5 , 99 , 292396406 , 2078.000000
 1 , 102 , 300950700 , 2082.000000
 2 , 102 , 299544724 , 2013.000000
 3 , 101 , 298138388 , 2218.000000
 4 , 101 , 296731304 , 2077.000000
 5 , 100 , 295326078 , 2178.000000
 0 , 102 , 302356656 , 2185.000000
 1 , 103 , 303880370 , 2161.000000
 2 , 103 , 302474396 , 2110.000000
 3 , 102 , 301068058 , 2349.000000
 4 , 102 , 299660972 , 2052.000000
 5 , 101 , 298255750 , 2281.000000
 0 , 103 , 305286322 , 2262.000000
 1 , 104 , 306810038 , 2076.000000
 2 , 104 , 305404066 , 2073.000000
 3 , 103 , 303997728 , 2202.000000
 4 , 103 , 302590640 , 2080.000000
 5 , 102 , 301185420 , 2184.000000
 0 , 104 , 308215986 , 2222.000000
 1 , 105 , 309739708 , 2160.000000
 2 , 105 , 308333738 , 2032.000000
 3 , 104 , 306927396 , 2092.000000
 4 , 104 , 305520308 , 2056.000000
 5 , 103 , 304115092 , 1995.000000
 0 , 105 , 311145652 , 2106.000000
 2 , 106 , 311263408 , 2108.000000
 3 , 105 , 309857066 , 1916.000000
 4 , 105 , 308449976 , 2079.000000
 5 , 104 , 307044764 , 1896.000000
 0 , 106 , 314075318 , 2025.000000
 1 , 106 , 312669378 , 2107.000000
 2 , 107 , 314193080 , 2043.000000
 3 , 106 , 312786734 , 1830.000000
 4 , 106 , 311379644 , 2055.000000
 5 , 105 , 309974434 , 1855.000000
 0 , 107 , 317004982 , 1846.000000
 1 , 107 , 315599046 , 2090.000000
 2 , 108 , 317122750 , 2075.000000
 3 , 107 , 315716404 , 1695.000000
 4 , 107 , 314309314 , 2071.000000
 5 , 106 , 312904106 , 1655.000000
 0 , 108 , 319934648 , 1721.000000
 1 , 108 , 318528716 , 2063.000000
 2 , 109 , 320052420 , 2097.000000
 3 , 108 , 318646074 , 1868.000000
 4 , 108 , 317238982 , 2038.000000
 5 , 107 , 315833778 , 1816.000000
 0 , 109 , 322864314 , 1854.000000
 1 , 109 , 321458386 , 2111.000000
 3 , 109 , 321575742 , 1956.000000
 4 , 109 , 320168650 , 2071.000000
 5 , 108 , 318763448 , 1941.000000
 0 , 110 , 325793978 , 1945.000000
 1 , 110 , 324388054 , 2063.000000
 2 , 110 , 322982092 , 2012.000000
 3 , 110 , 324505412 , 2092.000000
 4 , 110 , 323098318 , 2040.000000
 5 , 109 , 321693120 , 2060.000000
