Board,EventN,TrigTime,ADC
 2 , 128 , 376382290 , 1862.000000
 3 , 127 , 374976532 , 2075.000000
 3 , 128 , 377906202 , 2090.000000
 0 , 130 , 382124952 , 2060.000000
 1 , 129 , 380718270 , 2092.000000
 2 , 129 , 379311956 , 2060.000000
 1 , 130 , 383647938 , 2175.000000
 2 , 130 , 382241624 , 2099.000000
 3 , 129 , 380835872 , 2026.000000
 0 , 131 , 385054624 , 2181.000000
 3 , 130 , 383765544 , 2052.000000
 0 , 132 , 387984294 , 2240.000000
 1 , 131 , 386577606 , 2301.000000
 2 , 131 , 385171292 , 2313.000000
 1 , 132 , 389507276 , 2303.000000
 2 , 132 , 388100960 , 2150.000000
 3 , 131 , 386695214 , 2137.000000
 0 , 133 , 390913964 , 2243.000000
 0 , 134 , 393843636 , 2048.000000
 1 , 133 , 392436944 , 2110.000000
 2 , 133 , 391030628 , 2112.000000
 3 , 132 , 389624886 , 2048.000000
 2 , 134 , 393960296 , 1894.000000
 3 , 133 , 392554556 , 2149.000000
 0 , 135 , 396773306 , 1965.000000
 1 , 134 , 395366612 , 2049.000000
 0 , 136 , 399702976 , 1846.000000
 1 , 135 , 398296282 , 1833.000000
 2 , 135 , 396889964 , 1857.000000
 3 , 134 , 395484226 , 2063.000000
 2 , 136 , 399819630 , 1693.000000
 3 , 135 , 398413898 , 2057.000000
 0 , 137 , 402632646 , 1651.000000
 1 , 136 , 401225950 , 1737.000000
 1 , 137 , 404155618 , 1781.000000
 2 , 137 , 402749298 , 1733.000000
 3 , 136 , 401343568 , 2084.000000
 0 , 138 , 405562318 , 1775.000000
 3 , 137 , 404273240 , 2027.000000
 0 , 139 , 408491988 , 1912.000000
 1 , 138 , 407085288 , 1948.000000
 2 , 138 , 405678966 , 1894.000000
 1 , 139 , 410014956 , 2054.000000
 2 , 139 , 408608634 , 1991.000000
 3 , 138 , 407202910 , 2081.000000
 0 , 140 , 411421658 , 2024.000000
 3 , 139 , 410132580 , 2081.000000
 0 , 141 , 414351330 , 2181.000000
 1 , 140 , 412944624 , 2204.000000
 2 , 140 , 411538302 , 2150.000000
 2 , 141 , 414467970 , 2251.000000
 3 , 140 , 413062252 , 2073.000000
 0 , 142 , 417281000 , 2223.000000
 1 , 141 , 415874294 , 2280.000000
 0 , 143 , 420210670 , 2211.000000
 1 , 142 , 418803962 , 2223.000000
 2 , 142 , 417397636 , 2209.000000
 3 , 141 , 415991922 , 2085.000000
 2 , 143 , 420327304 , 2060.000000
 3 , 142 , 418921594 , 2064.000000
 0 , 144 , 423140342 , 2064.000000
 1 , 143 , 421733630 , 2076.000000
 0 , 145 , 426070012 , 1943.000000
 1 , 144 , 424663300 , 1970.000000
 2 , 144 , 423256972 , 1953.000000
 3 , 143 , 421851264 , 2052.000000
 3 , 144 , 424780934 , 2138.000000
 0 , 146 , 428999682 , 1845.000000
 1 , 145 , 427592968 , 1833.000000
 2 , 145 , 426186640 , 1803.000000
 1 , 146 , 430522636 , 1714.000000
 2 , 146 , 429116308 , 1698.000000
 3 , 145 , 427710606 , 2050.000000
 0 , 147 , 431929354 , 1723.000000
 3 , 146 , 430640276 , 2151.000000
 0 , 148 , 434859024 , 1802.000000
 1 , 147 , 433452306 , 1791.000000
 2 , 147 , 432045976 , 1750.000000
 1 , 148 , 436381974 , 1965.000000
 2 , 148 , 434975644 , 1901.000000
 3 , 147 , 433569948 , 2082.000000
 0 , 149 , 437788694 , 1895.000000
 0 , 150 , 440718366 , 1981.000000
 1 , 149 , 439311642 , 2050.000000
 2 , 149 , 437905310 , 1961.000000
 3 , 148 , 436499618 , 2056.000000
 2 , 150 , 440834978 , 2164.000000
 3 , 149 , 439429288 , 2084.000000
 0 , 151 , 443648036 , 2190.000000
 1 , 150 , 442241312 , 2182.000000
 0 , 152 , 446577706 , 2311.000000
 1 , 151 , 445170980 , 2346.000000
 2 , 151 , 443764646 , 2248.000000
 3 , 150 , 442358960 , 2028.000000
 2 , 152 , 446694314 , 2211.000000
 3 , 151 , 445288630 , 2080.000000
 0 , 153 , 449507378 , 2223.000000
 1 , 152 , 448100648 , 2235.000000
 1 , 153 , 451030318 , 2123.000000
 2 , 153 , 449623982 , 2013.000000
 3 , 152 , 448218302 , 2140.000000
 0 , 154 , 452437048 , 2097.000000
 3 , 153 , 451147972 , 2075.000000
 0 , 155 , 455366718 , 1908.000000
 1 , 154 , 453959986 , 1959.000000
 2 , 154 , 452553650 , 1954.000000
 1 , 155 , 456889654 , 1866.000000
 2 , 155 , 455483316 , 1790.000000
 3 , 154 , 454077642 , 2090.000000
 0 , 156 , 458296390 , 1829.000000
 3 , 155 , 457007314 , 2063.000000
 0 , 157 , 461226060 , 1705.000000
 1 , 156 , 459819324 , 1722.000000
 2 , 156 , 458412984 , 1728.000000
 2 , 157 , 461342652 , 1737.000000
 3 , 156 , 459936984 , 2051.000000
 0 , 158 , 464155730 , 1782.000000
 1 , 157 , 462748992 , 1818.000000
 0 , 159 , 467085402 , 1924.000000
 1 , 158 , 465678660 , 1925.000000
 2 , 158 , 464272320 , 1855.000000
 3 , 157 , 462866656 , 2085.000000
 2 , 159 , 467201988 , 1994.000000
 3 , 158 , 465796326 , 2048.000000
 0 , 160 , 470015072 , 1965.000000
 1 , 159 , 468608330 , 2042.000000
 0 , 161 , 472944742 , 2161.000000
 1 , 160 , 471537998 , 2151.000000
 2 , 160 , 470131656 , 2110.000000
 3 , 159 , 468725996 , 2113.000000
 3 , 160 , 471655668 , 2080.000000
 0 , 162 , 475874414 , 2284.000000
 1 , 161 , 474467666 , 2299.000000
 2 , 161 , 473061324 , 2251.000000
 1 , 162 , 477397336 , 2223.000000
 2 , 162 , 475990990 , 2210.000000
 3 , 161 , 474585338 , 2055.000000
 0 , 163 , 478804084 , 2193.000000
 3 , 162 , 477515008 , 2086.000000
 0 , 164 , 481733754 , 2107.000000
 1 , 163 , 480327004 , 2095.000000
 2 , 163 , 478920658 , 2044.000000
 1 , 164 , 483256672 , 1967.000000
 2 , 164 , 481850326 , 1950.000000
 3 , 163 , 480444680 , 2029.000000
 0 , 165 , 484663426 , 1978.000000
 0 , 166 , 487593096 , 1852.000000
 1 , 165 , 486186342 , 1886.000000
 2 , 165 , 484779994 , 1791.000000
 3 , 164 , 483374350 , 2081.000000
