Board,EventN,TrigTime,ADC
 2 , 104 , 307133582 , 2205.000000
 0 , 105 , 309945640 , 2181.000000
 1 , 106 , 311469282 , 2215.000000
 2 , 105 , 310063252 , 2226.000000
 0 , 106 , 312875306 , 2224.000000
 1 , 107 , 314398950 , 2314.000000
 2 , 106 , 312992924 , 2215.000000
 0 , 107 , 315804970 , 2186.000000
 2 , 107 , 315922594 , 2266.000000
 0 , 108 , 318734636 , 2282.000000
 1 , 108 , 317328620 , 2248.000000
 2 , 108 , 318852266 , 2278.000000
 0 , 109 , 321664302 , 2233.000000
 1 , 109 , 320258290 , 2265.000000
 2 , 109 , 321781936 , 2300.000000
 0 , 110 , 324593966 , 2371.000000
 1 , 110 , 323187958 , 2294.000000
 2 , 110 , 324711608 , 2302.000000
 0 , 111 , 327523632 , 2261.000000
 1 , 111 , 326117628 , 2298.000000
 0 , 112 , 330453296 , 2309.000000
 1 , 112 , 329047296 , 2280.000000
 2 , 111 , 327641278 , 2245.000000
 0 , 113 , 333382962 , 2351.000000
 1 , 113 , 331976966 , 2397.000000
 2 , 112 , 330570948 , 2336.000000
 0 , 114 , 336312628 , 2368.000000
 1 , 114 , 334906636 , 2405.000000
 2 , 113 , 333500620 , 2320.000000
 0 , 115 , 339242292 , 2412.000000
 1 , 115 , 337836304 , 2299.000000
 2 , 114 , 336430290 , 2309.000000
 1 , 116 , 340765974 , 2367.000000
 2 , 115 , 339359962 , 2308.000000
 0 , 116 , 342171958 , 2367.000000
 1 , 117 , 343695642 , 2269.000000
 2 , 116 , 342289632 , 2204.000000
 0 , 117 , 345101622 , 2288.000000
 1 , 118 , 346625312 , 2336.000000
 2 , 117 , 345219304 , 2287.000000
 0 , 118 , 348031286 , 2359.000000
 1 , 119 , 349554982 , 2267.000000
 2 , 118 , 348148974 , 2240.000000
 0 , 119 , 350960952 , 2226.000000
 2 , 119 , 351078646 , 2186.000000
 0 , 120 , 353890616 , 2247.000000
 1 , 120 , 352484650 , 2240.000000
 2 , 120 , 354008316 , 2248.000000
 0 , 121 , 356820282 , 2264.000000
 1 , 121 , 355414320 , 2204.000000
 2 , 121 , 356937988 , 2217.000000
 0 , 122 , 359749946 , 2217.000000
 1 , 122 , 358343988 , 2221.000000
 2 , 122 , 359867658 , 2208.000000
 0 , 123 , 362679612 , 2311.000000
 1 , 123 , 361273658 , 2176.000000
 0 , 124 , 365609278 , 2229.000000
 1 , 124 , 364203328 , 2184.000000
 2 , 123 , 362797330 , 2205.000000
 0 , 125 , 368538942 , 2143.000000
 1 , 125 , 367132996 , 2264.000000
 2 , 124 , 365727000 , 2105.000000
 0 , 126 , 371468608 , 2266.000000
 1 , 126 , 370062666 , 2151.000000
 2 , 125 , 368656670 , 2161.000000
 0 , 127 , 374398274 , 2151.000000
 1 , 127 , 372992336 , 2222.000000
 2 , 126 , 371586342 , 2138.000000
 1 , 128 , 375922004 , 2133.000000
 2 , 127 , 374516012 , 2113.000000
 0 , 128 , 377327938 , 2084.000000
 1 , 129 , 378851674 , 2126.000000
 2 , 128 , 377445684 , 2147.000000
 0 , 129 , 380257604 , 2158.000000
 1 , 130 , 381781342 , 2129.000000
 2 , 129 , 380375354 , 2128.000000
 0 , 130 , 383187268 , 2163.000000
 1 , 131 , 384711012 , 2109.000000
 2 , 130 , 383305026 , 2105.000000
 0 , 131 , 386116934 , 2193.000000
 2 , 131 , 386234696 , 2096.000000
 0 , 132 , 389046600 , 2060.000000
 1 , 132 , 387640682 , 2059.000000
 2 , 132 , 389164368 , 2019.000000
 0 , 133 , 391976264 , 2105.000000
 1 , 133 , 390570350 , 2096.000000
 2 , 133 , 392094038 , 2052.000000
 0 , 134 , 394905928 , 2166.000000
 1 , 134 , 393500020 , 2151.000000
 2 , 134 , 395023710 , 2036.000000
 0 , 135 , 397835592 , 2023.000000
 1 , 135 , 396429688 , 2042.000000
 0 , 136 , 400765258 , 1981.000000
 1 , 136 , 399359358 , 2108.000000
 2 , 135 , 397953380 , 2011.000000
 0 , 137 , 403694924 , 2056.000000
 1 , 137 , 402289028 , 2016.000000
 2 , 136 , 400883050 , 2037.000000
 0 , 138 , 406624588 , 2061.000000
 1 , 138 , 405218696 , 2080.000000
 2 , 137 , 403812722 , 2026.000000
 0 , 139 , 409554254 , 2092.000000
 1 , 139 , 408148366 , 2015.000000
 2 , 138 , 406742392 , 2022.000000
 1 , 140 , 411078036 , 1990.000000
 2 , 139 , 409672064 , 1994.000000
 0 , 140 , 412483920 , 1958.000000
 1 , 141 , 414007704 , 1948.000000
 2 , 140 , 412601734 , 1916.000000
 0 , 141 , 415413584 , 1974.000000
 1 , 142 , 416937374 , 2038.000000
 2 , 141 , 415531406 , 1954.000000
 0 , 142 , 418343250 , 1998.000000
 1 , 143 , 419867042 , 1919.000000
 2 , 142 , 418461076 , 1944.000000
 0 , 143 , 421272914 , 1944.000000
 2 , 143 , 421390748 , 1911.000000
 0 , 144 , 424202580 , 2042.000000
 1 , 144 , 422796712 , 1928.000000
 2 , 144 , 424320418 , 1933.000000
 0 , 145 , 427132246 , 1994.000000
 1 , 145 , 425726382 , 1993.000000
 2 , 145 , 427250090 , 1923.000000
 0 , 146 , 430061910 , 1922.000000
 1 , 146 , 428656050 , 1895.000000
 2 , 146 , 430179760 , 1919.000000
 0 , 147 , 432991576 , 2001.000000
 1 , 147 , 431585720 , 1968.000000
 1 , 148 , 434515388 , 1878.000000
 2 , 147 , 433109432 , 1890.000000
 0 , 148 , 435921240 , 1856.000000
 1 , 149 , 437445058 , 1871.000000
 2 , 148 , 436039102 , 1814.000000
 0 , 149 , 438850906 , 1815.000000
 1 , 150 , 440374728 , 1834.000000
 2 , 149 , 438968772 , 1878.000000
 0 , 150 , 441780570 , 1893.000000
 1 , 151 , 443304396 , 1855.000000
 2 , 150 , 441898444 , 1843.000000
 0 , 151 , 444710234 , 1844.000000
 2 , 151 , 444828114 , 1834.000000
 0 , 152 , 447639900 , 1939.000000
 1 , 152 , 446234066 , 1806.000000
 2 , 152 , 447757786 , 1832.000000
 0 , 153 , 450569564 , 1850.000000
 1 , 153 , 449163734 , 1896.000000
 2 , 153 , 450687456 , 1730.000000
 0 , 154 , 453499230 , 1816.000000
 1 , 154 , 452093404 , 1895.000000
 2 , 154 , 453617128 , 1814.000000
 0 , 155 , 456428896 , 1757.000000
 1 , 155 , 455023074 , 1779.000000
 0 , 156 , 459358560 , 1752.000000
 1 , 156 , 457952742 , 1852.000000
 2 , 155 , 456546798 , 1768.000000
 0 , 157 , 462288226 , 1709.000000
 1 , 157 , 460882412 , 1762.000000
 2 , 156 , 459476470 , 1713.000000
 0 , 158 , 465217892 , 1782.000000
 1 , 158 , 463812082 , 1756.000000
 2 , 157 , 462406140 , 1775.000000
 0 , 159 , 468147556 , 1794.000000
 1 , 159 , 466741750 , 1758.000000
 2 , 158 , 465335812 , 1740.000000
 1 , 160 , 469671420 , 1738.000000
 2 , 159 , 468265482 , 1730.000000
 0 , 160 , 471077222 , 1821.000000
 1 , 161 , 472601088 , 1690.000000
 2 , 160 , 471195152 , 1727.000000
 0 , 161 , 474006886 , 1790.000000
 1 , 162 , 475530758 , 1724.000000
 2 , 161 , 474124824 , 1628.000000
 0 , 162 , 476936552 , 1734.000000
 1 , 163 , 478460428 , 1782.000000
 2 , 162 , 477054494 , 1684.000000
 0 , 163 , 479866218 , 1728.000000
 2 , 163 , 479984166 , 1675.000000
 0 , 164 , 482795882 , 1691.000000
 1 , 164 , 481390096 , 1685.000000
 2 , 164 , 482913836 , 1676.000000
 0 , 165 , 485725548 , 1807.000000
 1 , 165 , 484319766 , 1775.000000
 2 , 165 , 485843508 , 1736.000000
 0 , 166 , 488655212 , 1743.000000
 1 , 166 , 487249434 , 1702.000000
 2 , 166 , 488773178 , 1744.000000
 0 , 167 , 491584878 , 1739.000000
 1 , 167 , 490179104 , 1799.000000
 0 , 168 , 494514542 , 1833.000000
 1 , 168 , 493108774 , 1756.000000
 2 , 167 , 491702850 , 1726.000000
 0 , 169 , 497444206 , 1792.000000
 1 , 169 , 496038442 , 1755.000000
 2 , 168 , 494632520 , 1759.000000
 0 , 170 , 500373872 , 1768.000000
 1 , 170 , 498968112 , 1742.000000
 2 , 169 , 497562192 , 1693.000000
 0 , 171 , 503303536 , 1744.000000
 1 , 171 , 501897780 , 1786.000000
 2 , 170 , 500491862 , 1771.000000
 1 , 172 , 504827450 , 1762.000000
 2 , 171 , 503421534 , 1777.000000
 0 , 172 , 506233202 , 1791.000000
 1 , 173 , 507757120 , 1801.000000
 2 , 172 , 506351204 , 1777.000000
 0 , 173 , 509162868 , 1911.000000
 1 , 174 , 510686788 , 1905.000000
 2 , 173 , 509280874 , 1831.000000
 0 , 174 , 512092532 , 1848.000000
 1 , 175 , 513616458 , 1820.000000
 2 , 174 , 512210546 , 1844.000000
 0 , 175 , 515022198 , 1842.000000
 2 , 175 , 515140216 , 1864.000000
 0 , 176 , 517951862 , 1937.000000
 1 , 176 , 516546126 , 1915.000000
 2 , 176 , 518069888 , 1863.000000
 0 , 177 , 520881528 , 1842.000000
 1 , 177 , 519475796 , 1848.000000
 2 , 177 , 520999558 , 1812.000000
 0 , 178 , 523811194 , 1857.000000
 1 , 178 , 522405466 , 1866.000000
 2 , 178 , 523929230 , 1873.000000
 0 , 179 , 526740858 , 1919.000000
 1 , 179 , 525335134 , 1896.000000
 0 , 180 , 529670524 , 1944.000000
 1 , 180 , 528264804 , 1903.000000
 2 , 179 , 526858900 , 1891.000000
 0 , 181 , 532600190 , 1999.000000
 1 , 181 , 531194474 , 1878.000000
 2 , 180 , 529788572 , 1885.000000
 0 , 182 , 535529854 , 1956.000000
 1 , 182 , 534124142 , 1995.000000
 2 , 181 , 532718242 , 1930.000000
 0 , 183 , 538459520 , 1937.000000
 1 , 183 , 537053812 , 2020.000000
 2 , 182 , 535647914 , 1950.000000
 1 , 184 , 539983480 , 1941.000000
 2 , 183 , 538577584 , 1965.000000
 0 , 184 , 541389184 , 1912.000000
 1 , 185 , 542913150 , 2032.000000
 2 , 184 , 541507256 , 1968.000000
 0 , 185 , 544318848 , 1929.000000
 1 , 186 , 545842820 , 1960.000000
 2 , 185 , 544436926 , 1917.000000
 0 , 186 , 547248514 , 1913.000000
 1 , 187 , 548772488 , 2053.000000
 2 , 186 , 547366596 , 2004.000000
 0 , 187 , 550178178 , 2018.000000
 2 , 187 , 550296268 , 1998.000000
 0 , 188 , 553107844 , 2042.000000
 1 , 188 , 551702158 , 2012.000000
 2 , 188 , 553225938 , 2012.000000
 0 , 189 , 556037508 , 2114.000000
 1 , 189 , 554631826 , 2010.000000
 2 , 189 , 556155610 , 2036.000000
 0 , 190 , 558967174 , 2093.000000
 1 , 190 , 557561496 , 1996.000000
 2 , 190 , 559085280 , 1958.000000
 0 , 191 , 561896840 , 2062.000000
 1 , 191 , 560491166 , 2056.000000
 0 , 192 , 564826504 , 2151.000000
 1 , 192 , 563420834 , 2046.000000
 2 , 191 , 562014952 , 2069.000000
 0 , 193 , 567756170 , 2060.000000
 1 , 193 , 566350504 , 2054.000000
 2 , 192 , 564944622 , 2047.000000
 2 , 193 , 567874294 , 2015.000000
 0 , 194 , 570685834 , 2018.000000
 1 , 194 , 569280172 , 2162.000000
 2 , 194 , 570803964 , 2106.000000
 0 , 195 , 573615500 , 2119.000000
 1 , 195 , 572209842 , 2074.000000
 0 , 196 , 576545166 , 2110.000000
 1 , 196 , 575139512 , 2168.000000
 2 , 195 , 573733636 , 2055.000000
 0 , 197 , 579474830 , 2144.000000
 1 , 197 , 578069180 , 2108.000000
 2 , 196 , 576663306 , 2115.000000
 0 , 198 , 582404496 , 2095.000000
 1 , 198 , 580998850 , 2124.000000
 2 , 197 , 579592976 , 2134.000000
 1 , 199 , 583928520 , 2113.000000
 2 , 198 , 582522648 , 2061.000000
 0 , 199 , 585334162 , 2083.000000
 2 , 199 , 585452318 , 2141.000000
 0 , 200 , 588263826 , 2187.000000
 1 , 200 , 586858188 , 2155.000000
 2 , 200 , 588381990 , 2147.000000
 0 , 201 , 591193492 , 2212.000000
 1 , 201 , 589787858 , 2137.000000
 2 , 201 , 591311660 , 2148.000000
 0 , 202 , 594123154 , 2119.000000
 1 , 202 , 592717526 , 2201.000000
 2 , 202 , 594241332 , 2211.000000
 0 , 203 , 597052820 , 2219.000000
 1 , 203 , 595647196 , 2277.000000
 0 , 204 , 599982486 , 2168.000000
 1 , 204 , 598576866 , 2188.000000
 2 , 203 , 597171002 , 2217.000000
 0 , 205 , 602912150 , 2248.000000
 1 , 205 , 601506534 , 2287.000000
 2 , 204 , 600100674 , 2221.000000
 0 , 206 , 605841816 , 2199.000000
 1 , 206 , 604436204 , 2224.000000
 2 , 205 , 603030344 , 2236.000000
 0 , 207 , 608771480 , 2267.000000
 1 , 207 , 607365872 , 2309.000000
 2 , 206 , 605960014 , 2182.000000
